"counts","number of items in equivalence class","isoforms in equivalence class"
17,47,"ENST00000346299,ENST00000352297,ENST00000393223,ENST00000409459,ENST00000444541,ENST00000470293,ENST00000481642,ENST00000484818,ENST00000495134,ENST00000497683,ENST00000674528,ENST00000674610,ENST00000674924,ENST00000674968,ENST00000674974,ENST00000674989,ENST00000675022,ENST00000675030,ENST00000675174,ENST00000675196,ENST00000675288,ENST00000675320,ENST00000675362,ENST00000675438,ENST00000675454,ENST00000675477,ENST00000675489,ENST00000675636,ENST00000675652,ENST00000675660,ENST00000675807,ENST00000675848,ENST00000675896,ENST00000675910,ENST00000675922,ENST00000675933,ENST00000675981,ENST00000676027,ENST00000676146,ENST00000676166,ENST00000676177,ENST00000676261,ENST00000676268,ENST00000676272,ENST00000676378,ENST00000676388,ENST00000676440"
1,43,"ENST00000346299,ENST00000352297,ENST00000393223,ENST00000409459,ENST00000444541,ENST00000470293,ENST00000481642,ENST00000484818,ENST00000495134,ENST00000497683,ENST00000674528,ENST00000674924,ENST00000674950,ENST00000674968,ENST00000674974,ENST00000675022,ENST00000675030,ENST00000675174,ENST00000675196,ENST00000675288,ENST00000675320,ENST00000675362,ENST00000675454,ENST00000675477,ENST00000675489,ENST00000675636,ENST00000675660,ENST00000675807,ENST00000675848,ENST00000675896,ENST00000675910,ENST00000675922,ENST00000675933,ENST00000675981,ENST00000676027,ENST00000676146,ENST00000676166,ENST00000676177,ENST00000676261,ENST00000676268,ENST00000676378,ENST00000676388,ENST00000676440"
17,26,"ENST00000346299,ENST00000352297,ENST00000393223,ENST00000409459,ENST00000481642,ENST00000674950,ENST00000674974,ENST00000674989,ENST00000675022,ENST00000675030,ENST00000675174,ENST00000675320,ENST00000675362,ENST00000675489,ENST00000675652,ENST00000675848,ENST00000675896,ENST00000675910,ENST00000675922,ENST00000676027,ENST00000676146,ENST00000676177,ENST00000676261,ENST00000676268,ENST00000676272,ENST00000676388"
2,25,"ENST00000346299,ENST00000352297,ENST00000393223,ENST00000409459,ENST00000481642,ENST00000674950,ENST00000674974,ENST00000674989,ENST00000675022,ENST00000675030,ENST00000675174,ENST00000675320,ENST00000675362,ENST00000675489,ENST00000675652,ENST00000675848,ENST00000675896,ENST00000675910,ENST00000675922,ENST00000676146,ENST00000676177,ENST00000676261,ENST00000676268,ENST00000676272,ENST00000676388"
241,41,"ENST00000346299,ENST00000352297,ENST00000393223,ENST00000409459,ENST00000674528,ENST00000674610,ENST00000674924,ENST00000674950,ENST00000674968,ENST00000674974,ENST00000674989,ENST00000675022,ENST00000675030,ENST00000675174,ENST00000675196,ENST00000675288,ENST00000675320,ENST00000675362,ENST00000675438,ENST00000675454,ENST00000675477,ENST00000675489,ENST00000675636,ENST00000675652,ENST00000675660,ENST00000675807,ENST00000675848,ENST00000675910,ENST00000675922,ENST00000675933,ENST00000675981,ENST00000676027,ENST00000676146,ENST00000676166,ENST00000676177,ENST00000676261,ENST00000676268,ENST00000676272,ENST00000676378,ENST00000676388,ENST00000676440"
14,16,"ENST00000346299,ENST00000352297,ENST00000393223,ENST00000484818,ENST00000674968,ENST00000675022,ENST00000675288,ENST00000675454,ENST00000675636,ENST00000675807,ENST00000675848,ENST00000675922,ENST00000675981,ENST00000676166,ENST00000676268,ENST00000676388"
3,11,"ENST00000346299,ENST00000352297,ENST00000393223,ENST00000484818,ENST00000674968,ENST00000675022,ENST00000675454,ENST00000675636,ENST00000675981,ENST00000676166,ENST00000676268"
61,35,"ENST00000346299,ENST00000393223,ENST00000674528,ENST00000674610,ENST00000674924,ENST00000674950,ENST00000674968,ENST00000674974,ENST00000674989,ENST00000675022,ENST00000675030,ENST00000675174,ENST00000675196,ENST00000675288,ENST00000675320,ENST00000675362,ENST00000675454,ENST00000675477,ENST00000675636,ENST00000675652,ENST00000675660,ENST00000675848,ENST00000675910,ENST00000675922,ENST00000675933,ENST00000675981,ENST00000676027,ENST00000676146,ENST00000676166,ENST00000676177,ENST00000676268,ENST00000676272,ENST00000676378,ENST00000676388,ENST00000676440"
7,14,"ENST00000346299,ENST00000674950,ENST00000674974,ENST00000675022,ENST00000675030,ENST00000675174,ENST00000675320,ENST00000675896,ENST00000675910,ENST00000675922,ENST00000676146,ENST00000676177,ENST00000676268,ENST00000676388"
1,3,"ENST00000346299,ENST00000675022,ENST00000676272"
1,2,"ENST00000346299,ENST00000675636"
153,1,"ENST00000346329"
6,2,"ENST00000346329,ENST00000376561"
2,1,"ENST00000346501"
9,12,"ENST00000346501,ENST00000397396,ENST00000397397,ENST00000397404,ENST00000397406,ENST00000397408,ENST00000397411,ENST00000409531,ENST00000409543,ENST00000525201,ENST00000525334,ENST00000527644"
13,13,"ENST00000346501,ENST00000397396,ENST00000397397,ENST00000397404,ENST00000397406,ENST00000397408,ENST00000397411,ENST00000409531,ENST00000409543,ENST00000525201,ENST00000525334,ENST00000527644,ENST00000530404"
19,11,"ENST00000346501,ENST00000397396,ENST00000397397,ENST00000397404,ENST00000397406,ENST00000397408,ENST00000397411,ENST00000409531,ENST00000409543,ENST00000525201,ENST00000527644"
6,12,"ENST00000346501,ENST00000397396,ENST00000397397,ENST00000397404,ENST00000397406,ENST00000397408,ENST00000397411,ENST00000409531,ENST00000409543,ENST00000525201,ENST00000527644,ENST00000532375"
9,10,"ENST00000346501,ENST00000397396,ENST00000397397,ENST00000397404,ENST00000397406,ENST00000397408,ENST00000397411,ENST00000409531,ENST00000409543,ENST00000527644"
1,4,"ENST00000346501,ENST00000397396,ENST00000397411,ENST00000525334"
5,10,"ENST00000346501,ENST00000397397,ENST00000397404,ENST00000397406,ENST00000397408,ENST00000397411,ENST00000409531,ENST00000409543,ENST00000527644,ENST00000530404"
1,6,"ENST00000346501,ENST00000397397,ENST00000397404,ENST00000397406,ENST00000397408,ENST00000530404"
6,7,"ENST00000346501,ENST00000397397,ENST00000397404,ENST00000397406,ENST00000397408,ENST00000530404,ENST00000532375"
2,2,"ENST00000346501,ENST00000397404"
4,2,"ENST00000346501,ENST00000397411"
2,1,"ENST00000347206"
1,4,"ENST00000347206,ENST00000527108,ENST00000534635,ENST00000676885"
92,1,"ENST00000347755"
5,2,"ENST00000347755,ENST00000411829"
2,4,"ENST00000347755,ENST00000411829,ENST00000524486,ENST00000525028"
9,5,"ENST00000347755,ENST00000411829,ENST00000524486,ENST00000525028,ENST00000531286"
169,6,"ENST00000347755,ENST00000411829,ENST00000524486,ENST00000525028,ENST00000531286,ENST00000534649"
75,5,"ENST00000347755,ENST00000411829,ENST00000524486,ENST00000525028,ENST00000534649"
3,5,"ENST00000347755,ENST00000411829,ENST00000524486,ENST00000531286,ENST00000534649"
8,4,"ENST00000347755,ENST00000411829,ENST00000524486,ENST00000534649"
8,3,"ENST00000347755,ENST00000411829,ENST00000525028"
19,4,"ENST00000347755,ENST00000524486,ENST00000525028,ENST00000534649"
5,2,"ENST00000347755,ENST00000525028"
1,3,"ENST00000347755,ENST00000525028,ENST00000534649"
5,1,"ENST00000347785"
1,1,"ENST00000347936"
12,5,"ENST00000347936,ENST00000380574,ENST00000449793,ENST00000485423,ENST00000649076"
46,4,"ENST00000347936,ENST00000380574,ENST00000449793,ENST00000649076"
2,4,"ENST00000347936,ENST00000380574,ENST00000485423,ENST00000649076"
9,3,"ENST00000347936,ENST00000380574,ENST00000649076"
1,2,"ENST00000347936,ENST00000649076"
88,1,"ENST00000347941"
12,2,"ENST00000347941,ENST00000352435"
43,1,"ENST00000348124"
76,2,"ENST00000348124,ENST00000526995"
258,1,"ENST00000348655"
1,3,"ENST00000348655,ENST00000397566,ENST00000397570"
1,4,"ENST00000348655,ENST00000397566,ENST00000397570,ENST00000532326"
7,2,"ENST00000348655,ENST00000397570"
91,7,"ENST00000348655,ENST00000469048,ENST00000525445,ENST00000532326,ENST00000533182,ENST00000533190,ENST00000649187"
1,1,"ENST00000349015"
1,3,"ENST00000349015,ENST00000530069,ENST00000673966"
83,1,"ENST00000349215"
31,2,"ENST00000349215,ENST00000396253"
167,3,"ENST00000349215,ENST00000396253,ENST00000438420"
176,4,"ENST00000349215,ENST00000396253,ENST00000438420,ENST00000531848"
81,4,"ENST00000349215,ENST00000396253,ENST00000438420,ENST00000537258"
16,5,"ENST00000349215,ENST00000396253,ENST00000438420,ENST00000537258,ENST00000544218"
62,4,"ENST00000349215,ENST00000396253,ENST00000438420,ENST00000544218"
1,2,"ENST00000349215,ENST00000544218"
77,1,"ENST00000349238"
33,1,"ENST00000349459"
8,2,"ENST00000349459,ENST00000532970"
2,8,"ENST00000349570,ENST00000358353,ENST00000397542,ENST00000526077,ENST00000531088,ENST00000531177,ENST00000534311,ENST00000674088"
1,7,"ENST00000349570,ENST00000358353,ENST00000397542,ENST00000526077,ENST00000531088,ENST00000534311,ENST00000674088"
1,1,"ENST00000349767"
1,15,"ENST00000349767,ENST00000393590,ENST00000393591,ENST00000393592,ENST00000535931,ENST00000536225,ENST00000538328,ENST00000540124,ENST00000540342,ENST00000542092,ENST00000544437,ENST00000618468,ENST00000679753,ENST00000680825,ENST00000680955"
1,2,"ENST00000349767,ENST00000679753"
1,1,"ENST00000349880"
12,3,"ENST00000349880,ENST00000360655,ENST00000396085"
16,4,"ENST00000349880,ENST00000360655,ENST00000396085,ENST00000396087"
4,7,"ENST00000349880,ENST00000360655,ENST00000396085,ENST00000396087,ENST00000525322,ENST00000530408,ENST00000533917"
11,6,"ENST00000349880,ENST00000360655,ENST00000396085,ENST00000396087,ENST00000525322,ENST00000533917"
12,5,"ENST00000349880,ENST00000360655,ENST00000396085,ENST00000396087,ENST00000533917"
1,5,"ENST00000349880,ENST00000360655,ENST00000396085,ENST00000525322,ENST00000533917"
2,3,"ENST00000349880,ENST00000360655,ENST00000533917"
8,2,"ENST00000349880,ENST00000396085"
24,1,"ENST00000350490"
47,14,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000408948,ENST00000425897,ENST00000502399,ENST00000508192,ENST00000509502,ENST00000513765,ENST00000540169,ENST00000543220,ENST00000677688,ENST00000679216"
18,13,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000408948,ENST00000425897,ENST00000502399,ENST00000508192,ENST00000509502,ENST00000513765,ENST00000543220,ENST00000677688,ENST00000679216"
69,13,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000408948,ENST00000425897,ENST00000502399,ENST00000508192,ENST00000509502,ENST00000513765,ENST00000677303,ENST00000677688,ENST00000679216"
139,12,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000408948,ENST00000425897,ENST00000502399,ENST00000508192,ENST00000509502,ENST00000513765,ENST00000677688,ENST00000679216"
4,7,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000425897,ENST00000502399,ENST00000508192"
3,14,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000425897,ENST00000502399,ENST00000508192,ENST00000509502,ENST00000513765,ENST00000540169,ENST00000543220,ENST00000543674,ENST00000677688,ENST00000679216"
1,10,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000425897,ENST00000502399,ENST00000508192,ENST00000513765,ENST00000543220,ENST00000679216"
7,9,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000425897,ENST00000502399,ENST00000508192,ENST00000513765,ENST00000679216"
14,6,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000502399,ENST00000508192"
14,11,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000502399,ENST00000508192,ENST00000509502,ENST00000513765,ENST00000677303,ENST00000677688,ENST00000679216"
5,10,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000502399,ENST00000508192,ENST00000513765,ENST00000677303,ENST00000677688,ENST00000679216"
8,9,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000502399,ENST00000513765,ENST00000677303,ENST00000677688,ENST00000679216"
3,7,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000502399,ENST00000677303,ENST00000677688"
3,8,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000502399,ENST00000677303,ENST00000677688,ENST00000679216"
15,5,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000508192"
2,11,"ENST00000350490,ENST00000361128,ENST00000402010,ENST00000408948,ENST00000425897,ENST00000502399,ENST00000508192,ENST00000509502,ENST00000513765,ENST00000677688,ENST00000679216"
2,6,"ENST00000350490,ENST00000361128,ENST00000408948,ENST00000508192,ENST00000677303,ENST00000679216"
8,9,"ENST00000350490,ENST00000377810,ENST00000408948,ENST00000425897,ENST00000502399,ENST00000508192,ENST00000509502,ENST00000677688,ENST00000679216"
1,3,"ENST00000350490,ENST00000508192,ENST00000677688"
3,2,"ENST00000350490,ENST00000513765"
5,2,"ENST00000350490,ENST00000543220"
1,2,"ENST00000350490,ENST00000677688"
5,1,"ENST00000350638"
2,18,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638764,ENST00000638917,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640954,ENST00000640961"
37,20,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639097,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961"
30,19,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961"
1,18,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640954,ENST00000640961"
8,19,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638984,ENST00000639097,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961"
2,17,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638482,ENST00000638764,ENST00000638917,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640954,ENST00000640961"
2,20,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639097,ENST00000639182,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961"
8,19,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638184,ENST00000638347,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639097,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961"
2,18,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961"
8,16,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638347,ENST00000638482,ENST00000638764,ENST00000638917,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640954,ENST00000640961"
8,14,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000474374,ENST00000638347,ENST00000638482,ENST00000638917,ENST00000639570,ENST00000639878,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640954,ENST00000640961"
23,10,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000638184,ENST00000638317,ENST00000638917,ENST00000639182,ENST00000640081,ENST00000640231,ENST00000640961"
1,18,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000638184,ENST00000638347,ENST00000638376,ENST00000638482,ENST00000638917,ENST00000638984,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640790,ENST00000640954,ENST00000640961"
1,9,"ENST00000350638,ENST00000379163,ENST00000395934,ENST00000638184,ENST00000638917,ENST00000639182,ENST00000640081,ENST00000640231,ENST00000640961"
1,14,"ENST00000350638,ENST00000379163,ENST00000474374,ENST00000638347,ENST00000638482,ENST00000638764,ENST00000638917,ENST00000639570,ENST00000639878,ENST00000640081,ENST00000640231,ENST00000640342,ENST00000640533,ENST00000640961"
1,9,"ENST00000350638,ENST00000379163,ENST00000638347,ENST00000638482,ENST00000638764,ENST00000639570,ENST00000639878,ENST00000640533,ENST00000640961"
3,4,"ENST00000350638,ENST00000379163,ENST00000640342,ENST00000640533"
6,6,"ENST00000350638,ENST00000638184,ENST00000638917,ENST00000640081,ENST00000640790,ENST00000640961"
1,2,"ENST00000350638,ENST00000638347"
15,6,"ENST00000350638,ENST00000638917,ENST00000639182,ENST00000640081,ENST00000640231,ENST00000640961"
305,1,"ENST00000350777"
66,2,"ENST00000350777,ENST00000527410"
13,3,"ENST00000350777,ENST00000527410,ENST00000529988"
5,4,"ENST00000350777,ENST00000527410,ENST00000529988,ENST00000530678"
1633,1,"ENST00000350997"
1,14,"ENST00000350997,ENST00000421879,ENST00000424501,ENST00000433932,ENST00000448607,ENST00000466716,ENST00000473263,ENST00000539419,ENST00000540767,ENST00000542506,ENST00000544309,ENST00000544696,ENST00000545245,ENST00000545405"
1,9,"ENST00000350997,ENST00000421879,ENST00000424501,ENST00000433932,ENST00000448607,ENST00000466716,ENST00000539419,ENST00000540767,ENST00000542506"
32,13,"ENST00000350997,ENST00000421879,ENST00000424501,ENST00000433932,ENST00000448607,ENST00000466716,ENST00000539419,ENST00000540767,ENST00000542506,ENST00000544309,ENST00000544696,ENST00000545245,ENST00000545405"
35,13,"ENST00000350997,ENST00000421879,ENST00000424501,ENST00000433932,ENST00000466716,ENST00000491310,ENST00000539419,ENST00000540767,ENST00000542506,ENST00000544309,ENST00000544696,ENST00000545245,ENST00000545405"
1,12,"ENST00000350997,ENST00000421879,ENST00000424501,ENST00000433932,ENST00000466716,ENST00000491310,ENST00000540767,ENST00000542506,ENST00000544309,ENST00000544696,ENST00000545245,ENST00000545405"
1,12,"ENST00000350997,ENST00000421879,ENST00000424501,ENST00000433932,ENST00000466716,ENST00000539419,ENST00000540767,ENST00000542506,ENST00000544309,ENST00000544696,ENST00000545245,ENST00000545405"
1,9,"ENST00000350997,ENST00000421879,ENST00000424501,ENST00000433932,ENST00000491310,ENST00000540767,ENST00000542506,ENST00000545245,ENST00000545405"
10,8,"ENST00000350997,ENST00000421879,ENST00000424501,ENST00000433932,ENST00000540767,ENST00000542506,ENST00000545245,ENST00000545405"
10,11,"ENST00000350997,ENST00000421879,ENST00000433932,ENST00000466716,ENST00000491310,ENST00000540767,ENST00000542506,ENST00000544309,ENST00000544696,ENST00000545245,ENST00000545405"
1,10,"ENST00000350997,ENST00000421879,ENST00000433932,ENST00000466716,ENST00000491310,ENST00000540767,ENST00000542506,ENST00000544696,ENST00000545245,ENST00000545405"
